Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Industry_type,SubVertical,CityLocation,Citycode,Investors Name,InvestmentnType,InvestmentID,Amount in USD,Remarks
533,6/10/2017,Drivezy,Consumer Internet,403,Self Drive car and bike rental platform,Bangalore,12,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,22,10000000,nan
534,6/10/2017,Slice Pay,Consumer Internet,403,Student Micro-financing platform,Bangalore,12,"Das Capital, Simile Ventures",Private Equity,22,2000000,nan
535,9/10/2017,Agrowave,Technology,404,Agriculture Supply Chain management solutions,Bangalore,12,Daffodil Software,Private Equity,22,N/A,nan
536,9/10/2017,MyGubbi,eCommerce,405,Home Interior Designing Seller,Bangalore,12,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,22,2700000,nan
537,9/10/2017,IBSFintech,Technology,406,Treasury Risk Management Solution,Bangalore,12,Shailesh Haribhakti,Private Equity,22,N/A,nan
538,9/10/2017,Letsservice,Consumer Internet,407,Auto Service Logistics & SAAS platform,Bangalore,12,Aequs Group,Private Equity,22,N/A,nan
539,9/10/2017,OneStepUp,Technology,408,Education Technology platform,Bangalore,12,Orient BlackSwan,Private Equity,22,336000,nan
540,9/10/2017,ThirdWatch,Technology,408,AI-powered anti-fraud solutions,Bangalore,12,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Private Equity,22,N/A,nan
541,10/10/2017,Parallel Dots,Technology,408,AI-powered deep learning solutions,Bangalore,12,"Multipoint Capital,",Private Equity,22,1400000,nan
542,10/10/2017,Easy Diner,Consumer Internet,409,online restaurant reservation platform,Bangalore,12,Saama Capital and DSG Consumer Partners,Private Equity,22,4500000,nan
543,11/10/2017,Meesho,ECommerce,410,Online Reseller Network,Bangalore,12,"SAIF Partners, YCombinator, Venture Highway",Private Equity,22,3100000,nan
544,11/10/2017,StanPlus,Logistics,411,Medical Transportation Services,Bangalore,12,KStart Capital,Private Equity,22,1100000,nan
545,12/10/2017,UCLID,Technology,412,"Education Network for Institutions, teachers & Students",Bangalore,12,Undisclosed investors,Private Equity,22,235000,nan
546,13/10/2017,Policy Bazaar,Consumer Internet,413,Online insurance policy aggregator,Bangalore,12,"Wellington Management, DG Ventures India, True North",Private Equity,22,77000000,nan
547,13/10/2017,Gapoon,Consumer Internet,413,home maintenance services platform,Bangalore,12,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Private Equity,22,250000,nan
548,13/10/2017,Chaayos,eCommerce,414,Online Chai ordering platform,Bangalore,12,Tiger Global Management,Private Equity,22,2000000,nan
549,16/10/2017,KrazyBee,Consumer Internet,415,Micro-lending platform,Bangalore,12,"Xiaomi Technologies, Shunwei Capital",Private Equity,22,8000000,nan
550,16/10/2017,Renew Buy,Consumer Internet,415,Online Insurance Aggregator,Bangalore,12,Amicus Capital,Private Equity,22,9200000,nan
551,17/10/2017,Fingerlix,Consumer Internet,415,Food Ordering Portal,Bangalore,12,"Accel Partners, Zephyr Peacock",Private Equity,22,7000000,nan
552,18/10/2017,Bank Bazaar,Consumer Internet,415,Online Financial Marketplace,Bangalore,12,Experian,Private Equity,22,7000000,nan
553,18/10/2017,Hasura,Technology,416,App building platform,Bangalore,12,"Nexus, GREE Ventures",Private Equity,22,N/A,nan
554,18/10/2017,BlackBuck,Logistics,417,B2B Logistics provider,Bangalore,12,Innoven Capital,Private Equity,22,7700000,nan
555,18/10/2017,LenDen Club,Consumer Internet,418,Online peer-to-peer lending platform,Bangalore,12,Undisclosed Investor,Private Equity,22,500000,nan
556,23/10/2017,Toppr,Consumer Internet,418,Mobile based learning app,Bangalore,12,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,22,7000000,nan
557,23/10/2017,RAW Pressery,Food & Beverage,419,Cold pressed Juice maker,Bangalore,12,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,22,6000000,nan
558,23/10/2017,Cashe,Consumer Internet,420,app-only lending platform,Bangalore,12,IFMR Capital,Private Equity,22,3100000,nan
559,23/10/2017,Park Easy,Consumer Internet,420,Machine learning based parking discovery,Bangalore,12,Rockstart Accelerator,Private Equity,22,118000,nan
560,24/10/2017,TagBox,Technology,421,Cold Chain monitoring solution,Bangalore,12,"Indian Angel network, IAN Fund",Private Equity,22,N/A,nan
561,24/10/2017,FYRE,Food & Beverage,422,Herbal energy shot maker,Bangalore,12,Venture Catalysts,Private Equity,22,500000,nan
562,24/10/2017,ZipLoan,Consumer Internet,423,SME lending platform,Bangalore,12,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,22,3000000,nan
563,24/10/2017,Skillenza,Consumer Internet,423,Online Learning Platform,Bangalore,12,"Blume Ventures, Indian Angel Network",Private Equity,22,722000,nan
564,24/10/2017,Chevon,Food & Beverage,424,Frozen Meat provider,Bangalore,12,Greenfield Advisory,Private Equity,22,N/A,nan
565,25/10/2017,PropStory,Consumer Internet,425,Real Estate content portal,Bangalore,12,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Private Equity,22,N/A,nan
566,25/10/2017,SpotDraft,Consumer Internet,425,Contract Automation,Bangalore,12,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Private Equity,22,550000,nan
567,26/10/2017,Big Basket,eCommerce,426,Online Grocery portal,Bangalore,12,Helion Ventures Partners,Private Equity,22,5000000,nan
568,27/10/2017,OfBusiness,Technology,427,B2B Finance & Fulfilment Network,Bangalore,12,Kotak Mahindra Bank,Private Equity,22,3800000,nan
569,27/10/2017,Olly Credit,Technology,427,Credit + payment mobile app,Bangalore,12,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Private Equity,22,N/A,nan
570,28/10/2017,CashFree,Technology,427,Payments Platform for Marketplaces and Fintechs,Bangalore,12,Y Combinator,Private Equity,22,120000,nan
571,28/10/2017,Ola Cabs,Consumer Internet,428,App based cab hailing services,Bangalore,12,ANI Technologies Pvt. Ltd,Private Equity,22,7700000,nan
572,30/10/2017,GoldFarm,Food & Beverage,429,Agriculture Technology,Bangalore,12,Mahindra & Mahindra and Infuse Ventures,Private Equity,22,2000000,nan
573,31/10/2017,NetMeds,ECommerce,430,Online Pharmacy,Bangalore,12,TannCam Investment & Sistema Asia Fund,Private Equity,22,14000000,nan
574,31/10/2017,MSE,Finance,431,Equity Stock Exchange,Bangalore,12,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,22,32000000,nan
575,1/9/2017,Aahaa Stores,eCommece,432,Online B2B store for office supplies,Bangalore,12,YourNest Angel Fund,Private Equity,22,1000000,nan
576,1/9/2017,MFine,Consumer Internet,433,Online Doctor Discovery platform,Bangalore,12,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,22,1500000,nan
577,1/9/2017,Canvera,Consumer Internet,433,Online Photography platform,Bangalore,12,InfoEdge,Private Equity,22,1300000,nan
578,4/9/2017,PrimaryIO,Technology,434,Application Performance Acceleration,Bangalore,12,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,22,5600000,nan
579,5/9/2017,Shubh Loans,Consumer Internet,435,online lending platform,Bangalore,12,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,22,1500000,nan
580,5/9/2017,Nest Education,Technology,436,EduTech Platform,Bangalore,12,"Michael and Susan Dell Foundation, Anand Mahindra",Private Equity,22,600000,nan
581,6/9/2017,Lending Kart,Consumer Internet,437,Online Lending Platform,Bangalore,12,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,22,10750000,nan
582,6/9/2017,GoFro,Consumer Internet,437,Online travel booking platform,Bangalore,12,"HIS Co. Ltd, MakeMyTrip",Private Equity,22,10000000,nan
583,6/9/2017,OncoStem,Healthcare,438,Medical Diagnostic Solutions,Bangalore,12,"Sequoia Capital India, Artiman Ventures",Private Equity,22,6000000,nan
584,6/9/2017,Power2SME,eCommerce,439,Buying Club for Small Businesses,Bangalore,12,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,22,26000000,nan
585,7/9/2017,Credit Vidya,Consumer Internet,440,Online Credit scoring platform,Bangalore,12,Matrix Partners,Private Equity,22,5000000,nan
586,7/9/2017,Tails Life,Consumer Internet,440,Pet care portal & mobile app,Bangalore,12,V Balakrishnan.,Private Equity,22,N/A,nan
587,7/9/2017,OYO Rooms,Consumer Internet,440,Branded budget hotels marketplace,Bangalore,12,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,22,250000000,nan
588,7/9/2017,Early Salary,Consumer Internet,440,Online Unsecured Lending platform,Bangalore,12,IFMR Capital,Private Equity,22,780000,nan
589,7/9/2017,MamaEarth,eCommerce,441,online babycare products marketplace,Bangalore,12,Fireside Ventures,Private Equity,22,N/A,nan
590,7/9/2017,Seniority,eCommerce,441,Ecommerce portal for senior citizens,Bangalore,12,RPG Enterprises,Private Equity,22,1000000,nan
591,8/9/2017,AYE Finance,Consumer Internet,442,Micro Lending Platform,Bangalore,12,"Triodos Investment Management,",Private Equity,22,6900000,nan
592,8/9/2017,Farmizen,Technology,443,Agre-Tech Mobile app,Bangalore,12,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Private Equity,22,N/A,nan
593,11/9/2017,Ecom Express,Logistics,444,Logistics Solutions provider,Bangalore,12,Warburg Pincus,Private Equity,22,30000000,nan
594,11/9/2017,Call Health,Consumer Internet,445,Healthcare Services Aggregator,Bangalore,12,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,22,6200000,nan
595,12/9/2017,Sattviko,eCommerce,446,Health Food etailer,Bangalore,12,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Private Equity,22,N/A,nan
596,12/9/2017,3HCare,Consumer Internet,447,Healthcare services portal,Bangalore,12,Undisclosed Investor,Private Equity,22,100000,nan
597,12/9/2017,Tonbo Imaging,Technology,448,Imaging Technology for Armed Forces,Bangalore,12,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,22,17000000,nan
598,12/9/2017,Get My Parking,Consumer Internet,449,Smart Parking Enabler,Bangalore,12,"IAN Fund, Beenext, Indian Angel Network",Private Equity,22,3000000,nan
599,13/09/2017,WittyFeed,Technology,450,Content marketing platform,Bangalore,12,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Private Equity,22,N/A,nan
600,13/09/2017,Glowroad,Consumer Internet,451,women focussed customer-to-customer reseller network,Bangalore,12,"Accel Partners,",Private Equity,22,2000000,nan
601,13/09/2017,OYO Rooms,Consumer Internet,451,udget hotel marketplace,Bangalore,12,China Lodging Group,Private Equity,22,10000000,nan
602,13/09/2017,Unacademy,Consumer Internet,451,Online learning platform,Bangalore,12,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,22,11500000,nan
603,13/09/2017,Heterogenous,Technology,452,Telecom & IoT platform,Bangalore,12,"Chennai Angels, Keiretsu Forum & Others",Private Equity,22,780000,nan
604,14/09/2017,Gurukul,Consumer Internet,453,co-working space provider,Bangalore,12,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Private Equity,22,N/A,nan
605,14/09/2017,Smaaash,Technology,454,Virtual Reality gaming and entertainment platform,Bangalore,12,ECL Finance,Private Equity,22,44000000,nan
606,14/09/2017,WheelStreet,Consumer Portal,455,Bike Rental Platform,Bangalore,12,Y Combinator,Private Equity,22,120000,nan
607,14/09/2017,Xprep,Consumer Internet,456,Online Tutoring Platform,Bangalore,12,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,22,N/A,nan
608,18/09/2017,The Moms Co,eCommerce,457,Pregnancy & Baby Care product etailer,Bangalore,12,"DSG Consumer Partners, Saama Capital",Private Equity,22,1000000,nan
609,19/09/2017,Noticeboard,Technology,458,"mobile-first communication platform for on-field staff,",Bangalore,12,"Shamik Sharma, Aprameya Radhakrishna",Private Equity,22,N/A,nan
610,19/09/2017,High Radius,Technology,458,Integrated receivables software solutions,Bangalore,12,Susquehanna Growth Equity LLC,Private Equity,22,50000000,nan
611,20/09/2017,HWell24 Plus,Healthcare,459,Technology-Empowered Healthcare Solutions,Bangalore,12,Undisclosed Investors,Private Equity,22,N/A,nan
612,21/09/2017,SaveBC,Finance,460,financial services firm,Bangalore,12,Incofin Investment Management.,Private Equity,22,6000000,nan
613,21/09/2017,Gaming Monk,Consumer Internet,461,E-sports platform,Bangalore,12,AdvantEdge,Private Equity,22,N/A,nan
614,21/09/2017,91SpringBoard,Consumer Internet,461,Co-working spaces,Bangalore,12,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,22,N/A,nan
615,21/09/2017,Homergize,eCommerce,462,Home Furnishing & Building material marketplace,Bangalore,12,LG Chandrasekhar,Private Equity,22,1000000,nan
616,22/09/2017,Yatra.com,eCommerce,462,Online Travel Agency,Bangalore,12,InnoVen Capital India,Private Equity,22,15400000,nan
617,22/09/2017,Ace Turtle,Technology,463,Omni-channel web commerce solutions provider,Bangalore,12,InnoVen Capital,Private Equity,22,N/A,nan
618,25/09/2017,Vogo,Consumer Internet,464,Scooter Rental Platform,Bangalore,12,AV Thomas Group,Private Equity,22,N/A,nan
619,25/09/2017,Synup,Technology,465,SME Marketing Management Solution,Bangalore,12,"Vertex Ventures, Prime Venture Partners.",Private Equity,22,6000000,nan
620,25/09/2017,Tinmen,Consumer Internet,466,Food Delivery platform,Bangalore,12,Zomato Media Pvt. Ltd,Private Equity,22,N/A,nan
621,25/09/2017,Cropin,Technology,467,Crop Technology Solutions,Bangalore,12,Beenext,Private Equity,22,N/A,nan
622,25/09/2017,Rapido,Consumer Internet,468,Bike Aggregator Mobile App,Bangalore,12,Battery Road Digital Holdings LLC,Private Equity,22,422000,nan
623,25/09/2017,Sportobuddy,Consumer Internet,468,Sports & Sport related equipment portal,Bangalore,12,Mehul Shah,Private Equity,22,150000,nan
624,26/09/2017,Credifiable,Consumer Internet,468,Online consumer lending platform,Bangalore,12,Kae Capital,Private Equity,22,N/A,nan
625,26/09/2017,Inclov,Consumer Internet,468,Matchmaking app for the differently abled,Bangalore,12,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Private Equity,22,N/A,nan
626,26/09/2017,Multibhashi,Consumer Internet,468,Language learning Mobile App,Bangalore,12,"Aniruddha Malpani, Startup Oasis",Private Equity,22,N/A,nan
627,27/09/2017,Transerve,Technology,469,Geospatial Technology-based SaaS solutions,Bangalore,12,"IL&FS Investment Managers, Omidyar Network.",Private Equity,22,1600000,nan
628,27/09/2017,Fashalot,Consumer Internet,470,O2O fashion discovery platform,Bangalore,12,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,22,N/A,nan
629,27/09/2017,Pitstop,Consumer Internet,470,Car repair and Servicing Platform,Bangalore,12,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,22,1000000,nan
630,27/09/2017,GoChoppers,Consumer Internet,470,Luxury Helicopter Tourism Services portal,Bangalore,12,"Rivergate Capital,",Private Equity,22,N/A,nan
631,27/09/2017,MyUpchar,Consumer Internet,470,Local Language Health Information portal,Bangalore,12,LetsVenture,Private Equity,22,300000,nan
632,28/09/2017,Aadyah,Technology,471,Defense Tech & Aerospace startup,Bangalore,12,Keiretsu Forum,Private Equity,22,1000000,nan
633,1/8/2017,TouchKin,Technology,471,Predictive Care Platform,Bangalore,12,Kae Capital,Private Equity,22,1300000,nan
634,2/8/2017,Ethinos,Technology,471,Digital Marketing Agency,Bangalore,12,Triton Investment Advisors,Private Equity,22,N/A,nan
635,2/8/2017,Leverage Edu,Consumer Internet,472,Online platform for Higher Education Services,Bangalore,12,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Private Equity,22,N/A,nan
636,2/8/2017,Zepo,Consumer Internet,472,DIY Ecommerce platform,Bangalore,12,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Private Equity,22,500000,nan
637,2/8/2017,Click2Clinic,Consumer Internet,472,healthcare service aggregator,Bangalore,12,"Narottam Thudi, Shireesh Palle",Private Equity,22,850000,nan
638,3/8/2017,SpeedBox,Logistics,473,On-Demand Logistics Service provider,Bangalore,12,Cismat Cargo Services Pvt. Ltd.,Private Equity,22,300000,nan
639,3/8/2017,Skill Connect,Consumer Internet,474,Recruitment Portal,Bangalore,12,Rajasthan Angel Investor Network,Private Equity,22,N/A,nan
640,3/8/2017,Chai Point,Consumer Internet,474,Tea Delivery Portal & offline stores,Bangalore,12,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,22,N/A,nan
641,3/8/2017,Zoctr,Consumer Internet,474,Health Products & Services Aggregator,Bangalore,12,SIDBI,Private Equity,22,N/A,nan
642,4/8/2017,Lime Tray,Technology,475,Restaurant Management Solutions,Bangalore,12,JSW Ventures,Private Equity,22,N/A,nan
643,4/8/2017,CoutLoot,eCommerce,476,Fashion Resale Marketplace,Bangalore,12,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Private Equity,22,N/A,nan
644,4/8/2017,Box My Space,Logistics,477,Warehouse Aggregator,Bangalore,12,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Private Equity,22,N/A,nan
645,5/8/2017,Curatio,Healthcare,478,Skincare Speciality services,Bangalore,12,Anicut Capital,Private Equity,22,N/A,nan
646,8/8/2017,New Castle Technologies,Technology,479,Hospital Management Software,Bangalore,12,Undisclosed investors,Private Equity,22,243000,nan
647,8/8/2017,My Forex Eye,Consumer Internet,480,foreign exchange services,Bangalore,12,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Private Equity,22,220000,nan
648,9/8/2017,TruxApp,Logistics,481,Mobile based Logistics Service,Bangalore,12,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Private Equity,22,3100000,nan
